id,y
0,0.9508850693702697
1,0.25881274342536925
2,0.7357557892799378
3,0.6856992244720459
4,0.30173733830451965
5,0.41929578185081484
6,0.9797975897789002
7,0.17322741448879242
8,0.0245571319013834
9,0.7698790311813355
10,0.8910115003585816
11,0.4411736011505127
12,0.9202112913131714
13,0.448936915397644
14,0.768108582496643
15,0.8068281531333923
16,0.35290126502513885
17,0.23178198039531708
18,0.9719966411590576
19,0.7097687244415283
20,0.9407523512840271
21,0.8894072532653808
22,0.10087269619107246
23,0.5690583705902099
24,0.9990622043609619
25,0.1280019223690033
26,0.9422866582870484
27,0.4560647428035736
28,0.6348628640174866
29,0.7307252526283264
30,0.9746223568916321
31,0.6731189250946045
32,0.8016676783561707
33,0.6420202493667603
34,0.972697651386261
35,0.7701391220092774
36,0.7355975270271301
37,0.6882245063781738
38,0.9359810948371887
39,0.4802252948284149
40,0.04615640640258789
41,0.983243203163147
42,0.9719815492630005
43,0.606804370880127
44,0.6372815728187561
45,0.1843554124236107
46,0.8151292085647583
47,0.5891448855400085
48,0.5319075763225556
49,0.6137558102607727
50,0.881911039352417
51,0.10672458708286285
52,0.4446419537067413
53,0.760352635383606
54,0.5052411675453186
55,0.8880858540534973
56,0.5929411053657532
57,0.1711859166622162
58,0.5144874811172485
59,0.7960284113883972
60,0.7551705002784729
61,0.7619619727134704
62,0.9501934051513672
63,0.19534173160791396
64,0.21668822765350343
65,0.4360674262046814
66,0.4755566239356995
67,0.2567351162433624
68,0.8820459246635437
69,0.8984238624572753
70,0.5550435423851013
71,0.5240390539169312
72,0.6436633944511414
73,0.20063167214393615
74,0.9665447354316712
75,0.12659371197223662
76,0.46337005496025085
77,0.2771226555109024
78,0.5832616508007049
79,0.5997195363044738
80,0.9227054953575134
81,0.4425208568572998
82,0.258782759308815
83,0.9224383234977722
84,0.9954936265945434
85,0.504611712694168
86,0.8773217558860779
87,0.7769628047943116
88,0.9590118646621704
89,0.2791645795106888
90,0.8680009365081787
91,0.6402097344398499
92,0.8677663087844849
93,0.14221602454781532
94,0.39726648926734925
95,0.7259753108024597
96,0.4930814027786255
97,0.7500190258026123
98,0.4383336782455444
99,0.48440762162208556
100,0.5689305782318115
101,0.7865203857421875
102,0.4556734085083008
103,0.8138948559761048
104,0.6005178093910217
105,0.24209143072366715
106,0.5705846428871155
107,0.9223429203033447
108,0.9944003582000732
109,0.4333360970020294
110,0.7986843585968018
111,0.5689930975437164
112,0.03680499829351902
113,0.6979126095771789
114,0.9779789090156555
115,0.9255449295043945
116,0.782782232761383
117,0.7661317348480224
118,0.8152795910835267
119,0.27052961885929105
120,0.19066860377788544
121,0.8382993459701538
122,0.5328119993209839
123,0.8649513125419617
124,0.5714342355728149
125,0.41760135293006895
126,0.6174026727676392
127,0.9558869957923889
128,0.6870257377624511
129,0.9336585164070129
130,0.794962477684021
131,0.24660640358924865
132,0.8429146766662597
133,0.6575938105583191
134,0.9452186346054077
135,0.9227473974227905
136,0.2427642822265625
137,0.4437549114227295
138,0.2731322139501572
139,0.9883245587348938
140,0.7622476577758789
141,0.41981043815612795
142,0.9878314733505249
143,0.3745145261287689
144,0.755024003982544
145,0.9714228749275208
146,0.20020762383937835
147,0.38189976811409
148,0.996843421459198
149,0.8303434491157532
150,0.41025535464286805
151,0.9048410773277282
152,0.9860052943229676
153,0.6091049432754516
154,0.9760481238365173
155,0.9200848460197448
156,0.8820235729217529
157,0.8688267469406128
158,0.5972191691398621
159,0.8706870198249816
160,0.2089441329240799
161,0.8134538412094117
162,0.39429173469543455
163,0.29473440945148466
164,0.5738894939422607
165,0.03126254174858332
166,0.6128901183605194
167,0.9234385132789612
168,0.5981959640979767
169,0.5334376513957977
170,0.5453051447868347
171,0.3894779860973358
172,0.5123245358467102
173,0.6495780348777771
174,0.8529698491096497
175,0.2769522279500961
176,0.9772790908813477
177,0.8598727941513061
178,0.05676199980080128
179,0.8119324088096619
180,0.4668621480464935
181,0.9675868868827819
182,0.625134813785553
183,0.8329655647277832
184,0.7590810179710388
185,0.6817112326622009
186,0.38110599517822263
187,0.8708837985992431
188,0.6691018581390381
189,0.7732481122016907
190,0.6947850465774537
191,0.895727813243866
192,0.7234947800636291
193,0.6464727997779847
194,0.9986004948616027
195,0.9834883451461792
196,0.9809139013290405
197,0.5385821700096131
198,0.7075331449508667
199,0.9880779147148132
200,0.6228558480739593
201,0.8674333572387696
202,0.8078051686286927
203,0.6758447527885437
204,0.8706630229949951
205,0.9705608010292053
206,0.9741893410682678
207,0.8695061206817627
208,0.13483821451663972
209,0.47938879728317263
210,0.7159385561943055
211,0.45690080523490906
212,0.38085228502750396
213,0.2797883778810501
214,0.9142050504684448
215,0.41286770105361936
216,0.5059739530086518
217,0.9808462977409362
218,0.9097782611846924
219,0.30354867577552797
220,0.9485755801200867
221,0.9693713426589966
222,0.8524097561836242
223,0.7397241473197937
224,0.7433470726013184
225,0.988565993309021
226,0.4872914880514145
227,0.18965986371040344
228,0.7285999417304992
229,0.1553294062614441
230,0.7349256277084351
231,0.4930596947669983
232,0.592441302537918
233,0.9146641969680787
234,0.49244768619537355
235,0.21420566737651825
236,0.8059170365333557
237,0.7891875743865967
238,0.9917030692100525
239,0.3444345772266388
240,0.7435075521469117
241,0.9357926607131958
242,0.640887439250946
243,0.6597095012664795
244,0.5053142428398132
245,0.20870627462863922
246,0.869235634803772
247,0.5522386074066162
248,0.9234736323356628
249,0.7918246507644653
250,0.9632197618484497
251,0.538276869058609
252,0.8515149712562561
253,0.8204453349113464
254,0.5149784564971924
255,0.7079136371612549
256,0.7436452865600586
257,0.9134234666824341
258,0.6760105609893798
259,0.7447781682014465
260,0.7830599546432495
261,0.4191105246543884
262,0.334663188457489
263,0.9046921968460083
264,0.44746354818344114
265,0.2686657428741455
266,0.5848353564739227
267,0.9686885952949524
268,0.7423763632774353
269,0.20744338929653167
270,0.7136764526367188
271,0.6419179081916809
272,0.8650819420814514
273,0.8146659851074218
274,0.7792812347412109
275,0.741460919380188
276,0.33858043551445005
277,0.6781563818454742
278,0.968148922920227
279,0.9503708124160767
280,0.48562036752700805
281,0.9018410325050354
282,0.5857491374015809
283,0.5779260158538818
284,0.10810697078704834
285,0.06205700859427452
286,0.5666818141937255
287,0.2043730080127716
288,0.6914825916290284
289,0.8454777836799622
290,0.8977427124977112
291,0.6161643266677856
292,0.6141288876533508
293,0.8233993411064148
294,0.9048338055610656
295,0.00953998537734151
296,0.6987454533576966
297,0.9228936910629273
298,0.9609511137008667
299,0.9279204845428467
300,0.12124560475349426
301,0.8255460262298584
302,0.9090032935142517
303,0.7378623962402344
304,0.7030925631523133
305,0.3064235717058182
306,0.289622837305069
307,0.5981213092803955
308,0.2771196484565735
309,0.6410319805145264
310,0.5562236189842225
311,0.855909550189972
312,0.8831608772277832
313,0.7187387228012085
314,0.5929442286491394
315,0.35487279295921326
316,0.7659694671630859
317,0.7643668293952942
318,0.3014774709939957
319,0.8636656761169433
320,0.8252385139465332
321,0.5333131074905395
322,0.8636935949325562
323,0.18121808916330337
324,0.8542741775512696
325,0.9095951199531556
326,0.6102646827697754
327,0.5192553997039795
328,0.6005393385887146
329,0.9140531778335571
330,0.9754493355751037
331,0.715615975856781
332,0.3541421115398407
333,0.7309342980384826
334,0.9568207502365113
335,0.635327935218811
336,0.9934308171272278
337,0.968634831905365
338,0.7822234630584717
339,0.6438794493675232
340,0.7967042207717896
341,0.38604274690151213
342,0.05146331042051315
343,0.016937167942523958
344,0.6110833644866943
345,0.79325932264328
346,0.9108223915100098
347,0.8423395395278931
348,0.8721544027328492
349,0.18584569543600082
350,0.8456750631332397
351,0.1363380566239357
352,0.7807133197784424
353,0.559219092130661
354,0.9950896143913269
355,0.8681937217712402
356,0.7033622860908508
357,0.8419739246368408
358,0.4584906041622162
359,0.5586607694625855
360,0.7664077043533325
361,0.14596202373504638
362,0.7539551973342895
363,0.5300788104534149
364,0.43879430890083315
365,0.8517733216285706
366,0.9533796310424805
367,0.8083742022514343
368,0.9789449453353882
369,0.42339078783988954
370,0.9516364812850953
371,0.8808604001998901
372,0.7521407246589661
373,0.6544496893882752
374,0.7241366267204284
375,0.6364272594451904
376,0.18063692897558212
377,0.3408085197210312
378,0.09399597197771073
379,0.49208042621612547
380,0.1751544862985611
381,0.392664361000061
382,0.49397138357162473
383,0.32942320704460143
384,0.17843648344278334
385,0.26352415382862093
386,0.5737025380134583
387,0.7837343096733094
388,0.9164737462997437
389,0.929414701461792
390,0.7264448165893554
391,0.927976667881012
392,0.7324853420257569
393,0.8467787981033326
394,0.8613405108451844
